user_id,kategori,history
55,Politik dan Pemerintahan,5.0
55,Transportasi dan Logistik,6.0
55,Pertanian dan Perikanan,4.0
56,Kesehatan,10.0
56,Pendidikan,2.0
56,Hukum,8.0
56,Keuangan,6.0
56,Pariwisata,5.0
56,Sosial dan Kemanusiaan,9.0
56,Lingkungan dan Konservasi,1.0
56,Teknologi Informasi dan Komunikasi,5.0
56,Olahraga dan Rekreasi,6.0
56,Seni dan Budaya,5.0
56,Agama dan Kepercayaan,6.0
56,Bisnis dan Industri,6.0
56,Politik dan Pemerintahan,7.0
56,Transportasi dan Logistik,4.0
56,Pertanian dan Perikanan,8.0
57,Kesehatan,7.0
57,Pendidikan,9.0
57,Hukum,7.0
57,Keuangan,3.0
57,Pariwisata,3.0
57,Sosial dan Kemanusiaan,8.0
57,Lingkungan dan Konservasi,5.0
57,Teknologi Informasi dan Komunikasi,4.0
57,Olahraga dan Rekreasi,8.0
57,Seni dan Budaya,6.0
57,Agama dan Kepercayaan,2.0
57,Bisnis dan Industri,4.0
57,Politik dan Pemerintahan,4.0
57,Transportasi dan Logistik,6.0
57,Pertanian dan Perikanan,6.0
58,Kesehatan,1.0
58,Pendidikan,8.0
58,Hukum,6.0
58,Keuangan,3.0
58,Pariwisata,9.0
58,Sosial dan Kemanusiaan,2.0
58,Lingkungan dan Konservasi,8.0
58,Teknologi Informasi dan Komunikasi,10.0
58,Olahraga dan Rekreasi,3.0
58,Seni dan Budaya,5.0
58,Agama dan Kepercayaan,6.0
58,Bisnis dan Industri,10.0
58,Politik dan Pemerintahan,6.0
58,Transportasi dan Logistik,4.0
58,Pertanian dan Perikanan,3.0
59,Kesehatan,4.0
59,Pendidikan,1.0
59,Hukum,4.0
59,Keuangan,1.0
59,Pariwisata,1.0
59,Sosial dan Kemanusiaan,10.0
59,Lingkungan dan Konservasi,6.0
59,Teknologi Informasi dan Komunikasi,5.0
59,Olahraga dan Rekreasi,4.0
59,Seni dan Budaya,3.0
59,Agama dan Kepercayaan,1.0
59,Bisnis dan Industri,6.0
59,Politik dan Pemerintahan,2.0
59,Transportasi dan Logistik,8.0
59,Pertanian dan Perikanan,10.0
60,Kesehatan,5.0
60,Pendidikan,7.0
60,Hukum,10.0
60,Keuangan,2.0
60,Pariwisata,8.0
60,Sosial dan Kemanusiaan,2.0
60,Lingkungan dan Konservasi,4.0
60,Teknologi Informasi dan Komunikasi,1.0
60,Olahraga dan Rekreasi,5.0
60,Seni dan Budaya,9.0
60,Agama dan Kepercayaan,1.0
60,Bisnis dan Industri,9.0
60,Politik dan Pemerintahan,8.0
60,Transportasi dan Logistik,6.0
60,Pertanian dan Perikanan,7.0
61,Kesehatan,3.0
61,Pendidikan,1.0
61,Hukum,5.0
61,Keuangan,2.0
61,Pariwisata,5.0
61,Sosial dan Kemanusiaan,8.0
61,Lingkungan dan Konservasi,9.0
61,Teknologi Informasi dan Komunikasi,2.0
61,Olahraga dan Rekreasi,3.0
61,Seni dan Budaya,3.0
61,Agama dan Kepercayaan,1.0
61,Bisnis dan Industri,8.0
61,Politik dan Pemerintahan,6.0
61,Transportasi dan Logistik,8.0
61,Pertanian dan Perikanan,9.0
62,Kesehatan,5.0
62,Pendidikan,3.0
62,Hukum,5.0
62,Keuangan,5.0
62,Pariwisata,5.0
62,Sosial dan Kemanusiaan,3.0
62,Lingkungan dan Konservasi,10.0
62,Teknologi Informasi dan Komunikasi,4.0
62,Olahraga dan Rekreasi,9.0
62,Seni dan Budaya,10.0
62,Agama dan Kepercayaan,9.0
62,Bisnis dan Industri,2.0
62,Politik dan Pemerintahan,8.0
62,Transportasi dan Logistik,8.0
62,Pertanian dan Perikanan,7.0
63,Kesehatan,8.0
63,Pendidikan,3.0
63,Hukum,6.0
63,Keuangan,1.0
63,Pariwisata,7.0
63,Sosial dan Kemanusiaan,1.0
63,Lingkungan dan Konservasi,9.0
63,Teknologi Informasi dan Komunikasi,1.0
63,Olahraga dan Rekreasi,1.0
63,Seni dan Budaya,7.0
63,Agama dan Kepercayaan,2.0
63,Bisnis dan Industri,5.0
63,Politik dan Pemerintahan,8.0
63,Transportasi dan Logistik,8.0
63,Pertanian dan Perikanan,3.0
64,Kesehatan,7.0
64,Pendidikan,3.0
64,Hukum,6.0
64,Keuangan,6.0
64,Pariwisata,3.0
64,Sosial dan Kemanusiaan,7.0
64,Lingkungan dan Konservasi,3.0
64,Teknologi Informasi dan Komunikasi,8.0
64,Olahraga dan Rekreasi,10.0
64,Seni dan Budaya,4.0
64,Agama dan Kepercayaan,1.0
64,Bisnis dan Industri,4.0
64,Politik dan Pemerintahan,7.0
64,Transportasi dan Logistik,4.0
64,Pertanian dan Perikanan,6.0
65,Kesehatan,9.0
65,Pendidikan,1.0
65,Hukum,5.0
65,Keuangan,7.0
65,Pariwisata,1.0
65,Sosial dan Kemanusiaan,4.0
65,Lingkungan dan Konservasi,6.0
65,Teknologi Informasi dan Komunikasi,2.0
65,Olahraga dan Rekreasi,10.0
65,Seni dan Budaya,5.0
65,Agama dan Kepercayaan,10.0
65,Bisnis dan Industri,1.0
65,Politik dan Pemerintahan,6.0
65,Transportasi dan Logistik,6.0
65,Pertanian dan Perikanan,4.0
66,Kesehatan,8.0
66,Pendidikan,4.0
66,Hukum,8.0
66,Keuangan,8.0
66,Pariwisata,5.0
66,Sosial dan Kemanusiaan,4.0
66,Lingkungan dan Konservasi,2.0
66,Teknologi Informasi dan Komunikasi,3.0
66,Olahraga dan Rekreasi,3.0
66,Seni dan Budaya,4.0
66,Agama dan Kepercayaan,4.0
66,Bisnis dan Industri,10.0
66,Politik dan Pemerintahan,5.0
66,Transportasi dan Logistik,4.0
66,Pertanian dan Perikanan,10.0
67,Kesehatan,8.0
67,Pendidikan,6.0
67,Hukum,6.0
67,Keuangan,8.0
67,Pariwisata,7.0
67,Sosial dan Kemanusiaan,10.0
67,Lingkungan dan Konservasi,10.0
67,Teknologi Informasi dan Komunikasi,8.0
67,Olahraga dan Rekreasi,2.0
67,Seni dan Budaya,9.0
67,Agama dan Kepercayaan,1.0
67,Bisnis dan Industri,8.0
67,Politik dan Pemerintahan,4.0
67,Transportasi dan Logistik,4.0
67,Pertanian dan Perikanan,5.0
68,Kesehatan,8.0
68,Pendidikan,5.0
68,Hukum,8.0
68,Keuangan,10.0
68,Pariwisata,1.0
68,Sosial dan Kemanusiaan,10.0
68,Lingkungan dan Konservasi,9.0
68,Teknologi Informasi dan Komunikasi,6.0
68,Olahraga dan Rekreasi,3.0
68,Seni dan Budaya,8.0
68,Agama dan Kepercayaan,9.0
68,Bisnis dan Industri,6.0
68,Politik dan Pemerintahan,7.0
68,Transportasi dan Logistik,1.0
68,Pertanian dan Perikanan,5.0
69,Kesehatan,5.0
69,Pendidikan,10.0
69,Hukum,4.0
69,Keuangan,6.0
69,Pariwisata,7.0
69,Sosial dan Kemanusiaan,9.0
69,Lingkungan dan Konservasi,1.0
69,Teknologi Informasi dan Komunikasi,6.0
69,Olahraga dan Rekreasi,7.0
69,Seni dan Budaya,3.0
69,Agama dan Kepercayaan,8.0
69,Bisnis dan Industri,5.0
69,Politik dan Pemerintahan,9.0
69,Transportasi dan Logistik,5.0
69,Pertanian dan Perikanan,9.0
70,Kesehatan,10.0
70,Pendidikan,4.0
70,Hukum,9.0
70,Keuangan,5.0
70,Pariwisata,10.0
70,Sosial dan Kemanusiaan,9.0
70,Lingkungan dan Konservasi,3.0
70,Teknologi Informasi dan Komunikasi,4.0
70,Olahraga dan Rekreasi,9.0
70,Seni dan Budaya,10.0
70,Agama dan Kepercayaan,6.0
70,Bisnis dan Industri,2.0
70,Politik dan Pemerintahan,7.0
70,Transportasi dan Logistik,2.0
70,Pertanian dan Perikanan,2.0
71,Kesehatan,1.0
71,Pendidikan,3.0
71,Hukum,6.0
71,Keuangan,8.0
71,Pariwisata,9.0
71,Sosial dan Kemanusiaan,7.0
71,Lingkungan dan Konservasi,4.0
71,Teknologi Informasi dan Komunikasi,6.0
71,Olahraga dan Rekreasi,5.0
71,Seni dan Budaya,8.0
71,Agama dan Kepercayaan,1.0
71,Bisnis dan Industri,1.0
71,Politik dan Pemerintahan,6.0
71,Transportasi dan Logistik,10.0
71,Pertanian dan Perikanan,2.0
72,Kesehatan,5.0
72,Pendidikan,1.0
72,Hukum,7.0
72,Keuangan,1.0
72,Pariwisata,4.0
72,Sosial dan Kemanusiaan,9.0
72,Lingkungan dan Konservasi,1.0
72,Teknologi Informasi dan Komunikasi,4.0
72,Olahraga dan Rekreasi,6.0
72,Seni dan Budaya,6.0
72,Agama dan Kepercayaan,8.0
72,Bisnis dan Industri,1.0
72,Politik dan Pemerintahan,7.0
72,Transportasi dan Logistik,1.0
72,Pertanian dan Perikanan,7.0
73,Kesehatan,3.0
73,Pendidikan,8.0
73,Hukum,3.0
73,Keuangan,1.0
73,Pariwisata,8.0
73,Sosial dan Kemanusiaan,3.0
73,Lingkungan dan Konservasi,2.0
73,Teknologi Informasi dan Komunikasi,1.0
73,Olahraga dan Rekreasi,3.0
73,Seni dan Budaya,2.0
73,Agama dan Kepercayaan,2.0
73,Bisnis dan Industri,6.0
73,Politik dan Pemerintahan,1.0
73,Transportasi dan Logistik,2.0
73,Pertanian dan Perikanan,6.0
74,Kesehatan,3.0
74,Pendidikan,4.0
74,Hukum,1.0
74,Keuangan,8.0
74,Pariwisata,7.0
74,Sosial dan Kemanusiaan,7.0
74,Lingkungan dan Konservasi,3.0
74,Teknologi Informasi dan Komunikasi,10.0
74,Olahraga dan Rekreasi,10.0
74,Seni dan Budaya,3.0
74,Agama dan Kepercayaan,2.0
74,Bisnis dan Industri,1.0
74,Politik dan Pemerintahan,7.0
74,Transportasi dan Logistik,7.0
74,Pertanian dan Perikanan,2.0
75,Kesehatan,7.0
75,Pendidikan,8.0
75,Hukum,1.0
75,Keuangan,9.0
75,Pariwisata,7.0
75,Sosial dan Kemanusiaan,3.0
75,Lingkungan dan Konservasi,8.0
75,Teknologi Informasi dan Komunikasi,7.0
75,Olahraga dan Rekreasi,8.0
75,Seni dan Budaya,6.0
75,Agama dan Kepercayaan,9.0
75,Bisnis dan Industri,5.0
75,Politik dan Pemerintahan,3.0
75,Transportasi dan Logistik,3.0
75,Pertanian dan Perikanan,1.0
76,Kesehatan,8.0
76,Pendidikan,2.0
76,Hukum,3.0
76,Keuangan,8.0
76,Pariwisata,8.0
76,Sosial dan Kemanusiaan,4.0
76,Lingkungan dan Konservasi,4.0
76,Teknologi Informasi dan Komunikasi,5.0
76,Olahraga dan Rekreasi,6.0
76,Seni dan Budaya,5.0
76,Agama dan Kepercayaan,7.0
76,Bisnis dan Industri,2.0
76,Politik dan Pemerintahan,7.0
76,Transportasi dan Logistik,10.0
76,Pertanian dan Perikanan,7.0
77,Kesehatan,1.0
77,Pendidikan,7.0
77,Hukum,5.0
77,Keuangan,3.0
77,Pariwisata,3.0
77,Sosial dan Kemanusiaan,4.0
77,Lingkungan dan Konservasi,2.0
77,Teknologi Informasi dan Komunikasi,2.0
77,Olahraga dan Rekreasi,1.0
77,Seni dan Budaya,5.0
77,Agama dan Kepercayaan,4.0
77,Bisnis dan Industri,10.0
77,Politik dan Pemerintahan,2.0
77,Transportasi dan Logistik,3.0
77,Pertanian dan Perikanan,7.0
78,Kesehatan,7.0
78,Pendidikan,4.0
78,Hukum,5.0
78,Keuangan,5.0
78,Pariwisata,6.0
78,Sosial dan Kemanusiaan,9.0
78,Lingkungan dan Konservasi,2.0
78,Teknologi Informasi dan Komunikasi,5.0
78,Olahraga dan Rekreasi,3.0
78,Seni dan Budaya,4.0
78,Agama dan Kepercayaan,10.0
78,Bisnis dan Industri,6.0
78,Politik dan Pemerintahan,8.0
78,Transportasi dan Logistik,1.0
78,Pertanian dan Perikanan,10.0
79,Kesehatan,8.0
79,Pendidikan,7.0
79,Hukum,1.0
79,Keuangan,2.0
79,Pariwisata,3.0
79,Sosial dan Kemanusiaan,1.0
79,Lingkungan dan Konservasi,9.0
79,Teknologi Informasi dan Komunikasi,8.0
79,Olahraga dan Rekreasi,2.0
79,Seni dan Budaya,9.0
79,Agama dan Kepercayaan,7.0
79,Bisnis dan Industri,9.0
79,Politik dan Pemerintahan,6.0
79,Transportasi dan Logistik,6.0
79,Pertanian dan Perikanan,4.0
80,Kesehatan,10.0
80,Pendidikan,10.0
80,Hukum,2.0
80,Keuangan,7.0
80,Pariwisata,5.0
80,Sosial dan Kemanusiaan,6.0
80,Lingkungan dan Konservasi,2.0
80,Teknologi Informasi dan Komunikasi,5.0
80,Olahraga dan Rekreasi,10.0
80,Seni dan Budaya,4.0
80,Agama dan Kepercayaan,9.0
80,Bisnis dan Industri,6.0
80,Politik dan Pemerintahan,2.0
80,Transportasi dan Logistik,1.0
80,Pertanian dan Perikanan,5.0
81,Kesehatan,9.0
81,Pendidikan,6.0
81,Hukum,10.0
81,Keuangan,7.0
81,Pariwisata,5.0
81,Sosial dan Kemanusiaan,10.0
81,Lingkungan dan Konservasi,6.0
81,Teknologi Informasi dan Komunikasi,5.0
81,Olahraga dan Rekreasi,9.0
81,Seni dan Budaya,6.0
81,Agama dan Kepercayaan,8.0
81,Bisnis dan Industri,2.0
81,Politik dan Pemerintahan,9.0
81,Transportasi dan Logistik,5.0
81,Pertanian dan Perikanan,7.0
82,Kesehatan,10.0
82,Pendidikan,1.0
82,Hukum,10.0
82,Keuangan,5.0
82,Pariwisata,10.0
82,Sosial dan Kemanusiaan,2.0
82,Lingkungan dan Konservasi,6.0
82,Teknologi Informasi dan Komunikasi,1.0
82,Olahraga dan Rekreasi,3.0
82,Seni dan Budaya,5.0
82,Agama dan Kepercayaan,4.0
82,Bisnis dan Industri,3.0
82,Politik dan Pemerintahan,10.0
82,Transportasi dan Logistik,5.0
82,Pertanian dan Perikanan,8.0
83,Kesehatan,4.0
83,Pendidikan,1.0
83,Hukum,7.0
83,Keuangan,8.0
83,Pariwisata,3.0
83,Sosial dan Kemanusiaan,6.0
83,Lingkungan dan Konservasi,2.0
83,Teknologi Informasi dan Komunikasi,7.0
83,Olahraga dan Rekreasi,8.0
83,Seni dan Budaya,6.0
83,Agama dan Kepercayaan,6.0
83,Bisnis dan Industri,5.0
83,Politik dan Pemerintahan,8.0
83,Transportasi dan Logistik,1.0
83,Pertanian dan Perikanan,10.0
84,Kesehatan,4.0
84,Pendidikan,4.0
84,Hukum,3.0
84,Keuangan,3.0
84,Pariwisata,4.0
84,Sosial dan Kemanusiaan,1.0
84,Lingkungan dan Konservasi,2.0
84,Teknologi Informasi dan Komunikasi,9.0
84,Olahraga dan Rekreasi,10.0
84,Seni dan Budaya,2.0
84,Agama dan Kepercayaan,5.0
84,Bisnis dan Industri,9.0
84,Politik dan Pemerintahan,9.0
84,Transportasi dan Logistik,8.0
84,Pertanian dan Perikanan,1.0
85,Kesehatan,1.0
85,Pendidikan,9.0
85,Hukum,8.0
85,Keuangan,10.0
85,Pariwisata,9.0
85,Sosial dan Kemanusiaan,7.0
85,Lingkungan dan Konservasi,3.0
85,Teknologi Informasi dan Komunikasi,3.0
85,Olahraga dan Rekreasi,2.0
85,Seni dan Budaya,5.0
85,Agama dan Kepercayaan,3.0
85,Bisnis dan Industri,6.0
85,Politik dan Pemerintahan,2.0
85,Transportasi dan Logistik,3.0
85,Pertanian dan Perikanan,5.0
86,Kesehatan,1.0
86,Pendidikan,1.0
86,Hukum,10.0
86,Keuangan,9.0
86,Pariwisata,7.0
86,Sosial dan Kemanusiaan,1.0
86,Lingkungan dan Konservasi,8.0
86,Teknologi Informasi dan Komunikasi,3.0
86,Olahraga dan Rekreasi,8.0
86,Seni dan Budaya,5.0
86,Agama dan Kepercayaan,1.0
86,Bisnis dan Industri,7.0
86,Politik dan Pemerintahan,5.0
86,Transportasi dan Logistik,6.0
86,Pertanian dan Perikanan,6.0
87,Kesehatan,8.0
87,Pendidikan,9.0
87,Hukum,2.0
87,Keuangan,9.0
87,Pariwisata,10.0
87,Sosial dan Kemanusiaan,9.0
87,Lingkungan dan Konservasi,10.0
87,Teknologi Informasi dan Komunikasi,10.0
87,Olahraga dan Rekreasi,7.0
87,Seni dan Budaya,1.0
87,Agama dan Kepercayaan,7.0
87,Bisnis dan Industri,10.0
87,Politik dan Pemerintahan,5.0
87,Transportasi dan Logistik,6.0
87,Pertanian dan Perikanan,10.0
88,Kesehatan,7.0
88,Pendidikan,5.0
88,Hukum,7.0
88,Keuangan,9.0
88,Pariwisata,3.0
88,Sosial dan Kemanusiaan,8.0
88,Lingkungan dan Konservasi,2.0
88,Teknologi Informasi dan Komunikasi,7.0
88,Olahraga dan Rekreasi,2.0
88,Seni dan Budaya,4.0
88,Agama dan Kepercayaan,7.0
88,Bisnis dan Industri,3.0
88,Politik dan Pemerintahan,2.0
88,Transportasi dan Logistik,10.0
88,Pertanian dan Perikanan,7.0
89,Kesehatan,1.0
89,Pendidikan,8.0
89,Hukum,3.0
89,Keuangan,2.0
89,Pariwisata,3.0
89,Sosial dan Kemanusiaan,5.0
89,Lingkungan dan Konservasi,8.0
89,Teknologi Informasi dan Komunikasi,10.0
89,Olahraga dan Rekreasi,7.0
89,Seni dan Budaya,7.0
89,Agama dan Kepercayaan,7.0
89,Bisnis dan Industri,8.0
89,Politik dan Pemerintahan,1.0
89,Transportasi dan Logistik,4.0
89,Pertanian dan Perikanan,6.0
90,Kesehatan,9.0
90,Pendidikan,2.0
90,Hukum,1.0
90,Keuangan,10.0
90,Pariwisata,2.0
90,Sosial dan Kemanusiaan,7.0
90,Lingkungan dan Konservasi,3.0
90,Teknologi Informasi dan Komunikasi,10.0
90,Olahraga dan Rekreasi,2.0
90,Seni dan Budaya,7.0
90,Agama dan Kepercayaan,2.0
90,Bisnis dan Industri,3.0
90,Politik dan Pemerintahan,7.0
90,Transportasi dan Logistik,4.0
90,Pertanian dan Perikanan,1.0
91,Kesehatan,5.0
91,Pendidikan,9.0
91,Hukum,8.0
91,Keuangan,9.0
91,Pariwisata,10.0
91,Sosial dan Kemanusiaan,9.0
91,Lingkungan dan Konservasi,7.0
91,Teknologi Informasi dan Komunikasi,4.0
91,Olahraga dan Rekreasi,5.0
91,Seni dan Budaya,1.0
91,Agama dan Kepercayaan,1.0
91,Bisnis dan Industri,3.0
91,Politik dan Pemerintahan,8.0
91,Transportasi dan Logistik,2.0
91,Pertanian dan Perikanan,4.0
92,Kesehatan,2.0
92,Pendidikan,5.0
92,Hukum,9.0
92,Keuangan,1.0
92,Pariwisata,5.0
92,Sosial dan Kemanusiaan,9.0
92,Lingkungan dan Konservasi,1.0
92,Teknologi Informasi dan Komunikasi,9.0
92,Olahraga dan Rekreasi,8.0
92,Seni dan Budaya,4.0
92,Agama dan Kepercayaan,10.0
92,Bisnis dan Industri,5.0
92,Politik dan Pemerintahan,5.0
92,Transportasi dan Logistik,6.0
92,Pertanian dan Perikanan,7.0
93,Kesehatan,8.0
93,Pendidikan,8.0
93,Hukum,2.0
93,Keuangan,9.0
93,Pariwisata,7.0
93,Sosial dan Kemanusiaan,4.0
93,Lingkungan dan Konservasi,4.0
93,Teknologi Informasi dan Komunikasi,8.0
93,Olahraga dan Rekreasi,4.0
93,Seni dan Budaya,6.0
93,Agama dan Kepercayaan,5.0
93,Bisnis dan Industri,3.0
93,Politik dan Pemerintahan,10.0
93,Transportasi dan Logistik,2.0
93,Pertanian dan Perikanan,9.0
94,Kesehatan,10.0
94,Pendidikan,9.0
94,Hukum,1.0
94,Keuangan,10.0
94,Pariwisata,3.0
94,Sosial dan Kemanusiaan,8.0
94,Lingkungan dan Konservasi,6.0
94,Teknologi Informasi dan Komunikasi,5.0
94,Olahraga dan Rekreasi,5.0
94,Seni dan Budaya,6.0
94,Agama dan Kepercayaan,7.0
94,Bisnis dan Industri,1.0
94,Politik dan Pemerintahan,9.0
94,Transportasi dan Logistik,3.0
94,Pertanian dan Perikanan,4.0
95,Kesehatan,10.0
95,Pendidikan,1.0
95,Hukum,10.0
95,Keuangan,3.0
95,Pariwisata,2.0
95,Sosial dan Kemanusiaan,2.0
95,Lingkungan dan Konservasi,1.0
95,Teknologi Informasi dan Komunikasi,8.0
95,Olahraga dan Rekreasi,3.0
95,Seni dan Budaya,3.0
95,Agama dan Kepercayaan,6.0
95,Bisnis dan Industri,8.0
95,Politik dan Pemerintahan,9.0
95,Transportasi dan Logistik,9.0
95,Pertanian dan Perikanan,4.0
96,Kesehatan,5.0
96,Pendidikan,2.0
96,Hukum,9.0
96,Keuangan,8.0
96,Pariwisata,3.0
96,Sosial dan Kemanusiaan,9.0
96,Lingkungan dan Konservasi,3.0
96,Teknologi Informasi dan Komunikasi,9.0
96,Olahraga dan Rekreasi,2.0
96,Seni dan Budaya,10.0
96,Agama dan Kepercayaan,9.0
96,Bisnis dan Industri,8.0
96,Politik dan Pemerintahan,9.0
96,Transportasi dan Logistik,5.0
96,Pertanian dan Perikanan,2.0
97,Kesehatan,8.0
97,Pendidikan,6.0
97,Hukum,8.0
97,Keuangan,5.0
97,Pariwisata,10.0
97,Sosial dan Kemanusiaan,2.0
97,Lingkungan dan Konservasi,6.0
97,Teknologi Informasi dan Komunikasi,5.0
97,Olahraga dan Rekreasi,5.0
97,Seni dan Budaya,1.0
97,Agama dan Kepercayaan,2.0
97,Bisnis dan Industri,8.0
97,Politik dan Pemerintahan,3.0
97,Transportasi dan Logistik,10.0
97,Pertanian dan Perikanan,3.0
98,Kesehatan,8.0
98,Pendidikan,8.0
98,Hukum,2.0
98,Keuangan,8.0
98,Pariwisata,1.0
98,Sosial dan Kemanusiaan,6.0
98,Lingkungan dan Konservasi,8.0
98,Teknologi Informasi dan Komunikasi,3.0
98,Olahraga dan Rekreasi,8.0
98,Seni dan Budaya,1.0
98,Agama dan Kepercayaan,9.0
98,Bisnis dan Industri,9.0
98,Politik dan Pemerintahan,5.0
98,Transportasi dan Logistik,10.0
98,Pertanian dan Perikanan,4.0
99,Kesehatan,6.0
99,Pendidikan,7.0
99,Hukum,5.0
99,Keuangan,10.0
99,Pariwisata,9.0
99,Sosial dan Kemanusiaan,3.0
99,Lingkungan dan Konservasi,7.0
99,Teknologi Informasi dan Komunikasi,10.0
99,Olahraga dan Rekreasi,10.0
99,Seni dan Budaya,5.0
99,Agama dan Kepercayaan,7.0
99,Bisnis dan Industri,2.0
99,Politik dan Pemerintahan,4.0
99,Transportasi dan Logistik,2.0
99,Pertanian dan Perikanan,7.0
100,Kesehatan,2.0
100,Pendidikan,1.0
100,Hukum,9.0
100,Keuangan,1.0
100,Pariwisata,8.0
100,Sosial dan Kemanusiaan,2.0
100,Lingkungan dan Konservasi,8.0
100,Teknologi Informasi dan Komunikasi,3.0
100,Olahraga dan Rekreasi,6.0
100,Seni dan Budaya,3.0
100,Agama dan Kepercayaan,7.0
100,Bisnis dan Industri,10.0
100,Politik dan Pemerintahan,9.0
100,Transportasi dan Logistik,2.0
100,Pertanian dan Perikanan,5.0
